MovieID,NeighborID,Distance
10929,7593,4.450871354
10929,13764,4.51436394
10929,17607,4.5660222
16425,9703,3.459703394
16425,8489,3.568290664
16425,3170,3.625483252
16425,13764,3.642359191
16425,6294,3.653190596
8234,12156,4.580666036
8234,12143,4.595708086
8234,3170,4.681101915
8234,14793,4.713318581
8234,3121,4.719013956
12295,16560,4.852446891
12295,12143,4.868658552
12295,11538,5.001234041
12295,15261,5.037713334
12295,7593,5.056927237
8236,3121,4.207804022
8236,2492,4.2563317
8236,11765,4.285708116
8236,14526,4.319928866
8236,5439,4.327849708
45,17721,0
45,12143,3.887767658
45,2988,3.937569257
45,1477,3.965166908
45,10977,4.003372036
16430,12156,3.353441503
16430,3170,3.567902359
16430,10462,3.630256288
16430,2988,3.641828615
16430,11765,3.668160828
47,8776,7.852868452
47,6440,7.87325809
47,9485,7.885747601
47,11834,7.901706234
47,17619,7.901706234
13137,13764,3.992201179
13137,12156,4.087556672
13137,608,4.093541884
13137,9068,4.100273344
13137,10462,4.111936958
50,3170,7.119042733
50,8776,7.220417736
50,12888,7.241005927
50,8489,7.312350888
50,2492,7.320389241
15385,3957,7.187945789
15385,11765,7.252348682
15385,13509,7.266678915
15385,11432,7.272746783
15385,14755,7.278608907
8245,16425,4.478108484
8245,8489,4.555230101
8245,11538,4.78841852
8245,13764,4.847277042
8245,16818,4.851549021
8246,14199,0
8246,2361,7.339614622
8246,13988,7.339614622
8246,6294,7.397264679
8246,3121,7.403977366
55,7520,4.825578147
55,4285,4.887000875
55,17077,4.887000875
55,12156,4.890073131
55,5765,4.919401354
56,14526,4.618929943
56,10462,4.690901198
56,16560,4.713832661
56,12156,4.75190254
56,11765,4.772251216
57,57,0
57,9290,8.012952197
57,10404,8.063819721
57,3937,8.153705273
57,4879,8.167742112
8250,8250,0
8250,12143,5.395335175
8250,5698,5.467929331
8250,10462,5.474939255
8250,9485,5.500711582
17759,6294,4.012080819
17759,3170,4.050974301
17759,11765,4.082388411
17759,14755,4.082490697
17759,12156,4.10209195
16444,6592,5.921901926
16444,10391,5.975627681
16444,3170,5.988563746
16444,2492,5.990883971
16444,11765,5.993221674
8254,13764,5.907177182
8254,9485,5.999684214
8254,16317,6.046464433
8254,14547,6.066551956
8254,15343,6.068976427
63,379,0
63,11538,6.559774154
63,9068,6.637399569
63,10341,6.665248372
63,5439,6.683744818
64,4773,6.454998032
64,12143,6.527654311
64,7520,6.57712208
64,1477,6.58732631
64,17533,6.605202881
16449,12156,3.473698927
16449,4285,3.51888724
16449,17077,3.51888724
16449,1204,3.544949545
16449,9068,3.568617215
8259,6311,5.618613363
8259,9703,5.783132089
8259,11765,5.785877193
8259,2178,5.791373128
8259,3170,5.828096355
16452,3612,0
16452,12794,5.971736783
16452,6592,6.015682094
16452,11538,6.030022526
16452,7520,6.031948244
16453,15989,0
16453,13764,4.928025607
16453,14309,5.10786787
16453,4161,5.24171607
16453,6440,5.241757565
8262,9068,4.587171671
8262,13764,4.707688263
8262,12156,4.741982687
8262,8489,4.747832822
8262,7593,4.751732676
8264,1704,0
8264,3045,14.73201575
8264,6456,14.80410547
8264,7395,14.81514183
8264,13867,14.85379816
8204,9068,4.17308779
8204,12156,4.192263495
8204,3937,4.194905893
8204,4285,4.213408182
8204,17077,4.213408182
8266,2401,0
8266,10462,4.570696555
8266,15303,4.595249486
8266,9068,4.723375842
8266,12156,4.741591054
75,14919,0
75,11765,3.799035302
75,4773,3.831938499
75,12156,3.83706826
75,3901,3.909403036
77,8564,6.423265888
77,6294,6.566430076
77,7520,6.580913123
77,12156,6.591983568
77,13328,6.627454233
78,9068,6.977683924
78,3937,7.00125432
78,10593,7.02233323
78,2714,7.027843461
78,12156,7.037062329
13096,14526,6.141218438
13096,4773,6.188783807
13096,16130,6.31565588
13096,11048,6.328876447
13096,15303,6.3401174
80,5439,5.786994527
80,14662,5.844299271
80,14526,5.863917967
80,2988,5.864863325
80,10977,5.87140851
17622,10291,6.978764902
17622,12794,7.116699964
17622,10604,7.126349955
17622,9068,7.14061162
17622,3937,7.143548311
83,9615,5.624388515
83,12156,5.774910168
83,6086,5.776648556
83,7520,5.817969568
83,2988,5.851798219
8277,10462,4.161234713
8277,3937,4.22414808
8277,7593,4.264812793
8277,608,4.28283734
8277,15593,4.288423262
8278,10341,3.681844993
8278,3170,3.846839924
8278,15303,3.869078936
8278,12156,3.870338022
8278,5384,3.926413062
16471,16471,0
16471,3170,7.195137681
16471,17077,7.22450068
16471,4285,7.22450068
16471,10632,7.232096619
89,6294,6.070238717
89,10291,6.112563529
89,12143,6.235884044
89,13328,6.254343914
89,8776,6.257900126
90,3284,9.411901381
90,1265,9.443615449
90,13988,9.476237288
90,2361,9.476237288
90,10203,9.516787039
15034,14793,7.645596604
15034,16979,7.655645181
15034,10632,7.663824187
15034,3134,7.712216423
15034,14796,7.71993243
12286,12156,4.05671522
12286,3121,4.059381267
12286,2988,4.103691843
12286,1403,4.155395671
12286,10452,4.157432975
9573,5765,5.339843276
9573,2492,5.348209285
9573,4773,5.365707809
9573,3170,5.375790175
9573,12143,5.385633269
16370,960,5.317053825
16370,14939,5.333749585
16370,3170,5.386953392
16370,14526,5.394442307
16370,16130,5.398000703
8291,3170,4.015953111
8291,9068,4.020275708
8291,5384,4.041286448
8291,608,4.088432103
8291,12156,4.095858355
11460,3121,4.500185474
11460,15045,4.571354937
11460,6294,4.582586146
11460,170,4.593842477
11460,11765,4.597329929
8293,15912,6.583058313
8293,3576,6.597720834
8293,12291,6.620776191
8293,8489,6.624963559
8293,8776,6.647208284
8294,12156,5.9363611
8294,10632,5.986085997
8294,12768,6.034806632
8294,17607,6.037502989
8294,4773,6.058378884
8295,15194,6.274727986
8295,10091,6.310196943
8295,14755,6.342017362
8295,12144,6.352511419
8295,16560,6.357093332
104,11765,6.404261707
104,3880,6.420178556
104,15303,6.420324005
104,4161,6.452177392
104,9082,6.466945971
105,7593,4.680364406
105,4285,4.736802706
105,17077,4.736802706
105,10462,4.767540585
105,6294,4.79210503
109,8949,6.276935459
109,5384,6.36593548
109,15045,6.385420015
109,2378,6.399120762
109,16050,6.416222996
110,16787,6.437743046
110,8776,6.659221302
110,1790,6.664588561
110,4879,6.667366723
110,3170,6.670904618
8304,12367,4.626147091
8304,15593,4.646249341
8304,3170,4.71896354
8304,3937,4.736421992
8304,1677,4.818203234
9576,5384,6.902198128
9576,11415,6.923345958
9576,6294,6.937276515
9576,12258,6.945547392
9576,12367,6.945829481
16499,16979,5.456988528
16499,5384,5.474295125
16499,13316,5.480458638
16499,14945,5.486676239
16499,13764,5.498950936
16500,6311,7.1902461
16500,7593,7.393003557
16500,5765,7.416084059
16500,3937,7.425882576
16500,17190,7.45330576
117,3170,5.384714524
117,15593,5.39532772
117,12258,5.445339605
117,12156,5.452777725
117,5439,5.455543383
118,12156,4.124742792
118,8776,4.239570962
118,2988,4.287567571
118,3121,4.292812913
118,11765,4.295210501
8311,15593,5.176078965
8311,3170,5.251382393
8311,2079,5.274948382
8311,8949,5.290331401
8311,8776,5.317086149
15440,14526,5.353332934
15440,12768,5.368380649
15440,12156,5.391097012
15440,14604,5.442407428
15440,3170,5.4488532
8313,14309,3.882745406
8313,9120,3.894171479
8313,9068,3.917758235
8313,12156,3.926295023
8313,2988,3.948193243
123,4581,6.150269782
123,7593,6.157771427
123,12143,6.194903033
123,10046,6.225024708
123,429,6.225817296
15007,2714,7.310961718
15007,10677,7.369049848
15007,2492,7.377316699
15007,12391,7.387183077
15007,3957,7.38804775
125,7813,6.517873589
125,2178,6.603528065
125,15045,6.609142778
125,15606,6.630955685
125,15303,6.691479597
8318,10462,4.218254312
8318,3170,4.272723605
8318,9068,4.286157815
8318,5752,4.303981941
8318,15593,4.368629835
12309,8489,6.889954068
12309,10370,6.995339987
12309,16560,7.094090203
12309,3901,7.104778929
12309,5196,7.108742491
8322,1403,3.994842731
8322,9068,3.997861451
8322,15593,4.00044352
8322,12156,4.010916335
8322,14526,4.01612665
12825,9068,3.090752962
12825,12156,3.139501124
12825,6294,3.145311445
12825,3170,3.199010374
12825,4285,3.305113796
16517,12156,6.803558623
16517,16050,6.808814941
16517,7781,6.847895821
16517,8837,6.850931175
16517,8776,6.855690786
8327,12156,5.029422609
8327,4879,5.090715864
8327,1677,5.104334974
8327,12466,5.106711856
8327,8776,5.158397233
9078,10462,3.40282352
9078,12156,3.406157959
9078,2079,3.443775635
9078,4459,3.444407859
9078,3170,3.449274919
137,12156,3.3795983
137,11415,3.397857362
137,8949,3.415294626
137,5765,3.429827903
137,11538,3.475034654
16523,3937,3.919486125
16523,13764,4.043764332
16523,12156,4.04403364
16523,3170,4.080985069
16523,14526,4.169455868
8333,3121,4.877177852
8333,11765,4.886248804
8333,12791,4.908357037
8333,3170,4.914937034
8333,9703,5.008567831
8334,823,7.66626058
8334,10046,7.696670359
8334,4704,7.786812699
8334,2492,7.788510675
8334,5937,7.808377937
143,2988,6.387897088
143,15261,6.427007541
143,3121,6.441443838
143,5384,6.45760521
143,4285,6.457732071
15826,11874,0
15826,3170,3.583833472
15826,13328,3.718583657
15826,1519,3.766593475
15826,5384,3.788403698
146,5765,3.888809082
146,10462,3.909957525
146,12156,3.930278108
146,13764,3.970296737
146,4581,4.064276918
147,13764,3.976995049
147,15303,4.214562791
147,12156,4.229481022
147,1403,4.292739664
147,8776,4.293544599
8341,3937,4.825720397
8341,608,4.838804542
8341,3170,4.840080424
8341,8776,4.876981762
8341,16560,4.894538242
16534,7593,4.678920044
16534,15912,4.698763057
16534,12156,4.739316509
16534,3170,4.863577628
16534,13764,4.872254656
8343,12156,3.759418996
8343,11765,3.774060764
8343,8949,3.776652633
8343,9068,3.781790155
8343,15912,3.825999627
152,4581,4.2708597
152,12156,4.298718386
152,3170,4.303535812
152,10206,4.321769287
152,7593,4.341896958
8346,608,6.391290809
8346,7593,6.563805841
8346,1477,6.611714308
8346,6897,6.611984507
8346,16634,6.617492381
155,8489,6.805141207
155,12156,6.851947453
155,11432,6.873326706
155,3937,6.895018968
155,15774,6.908218952
156,15936,4.413564154
156,11025,4.668501011
156,8776,4.746957769
156,1403,4.767023632
156,12156,4.796213272
8349,11765,5.337001112
8349,12156,5.427050741
8349,6294,5.470370763
8349,11432,5.519321258
8349,14915,5.52303387
8350,3170,3.561004873
8350,12794,3.596173965
8350,12156,3.656970551
8350,10341,3.706007925
8350,12143,3.718717505
161,2178,6.73725085
161,15853,6.768346386
161,3170,6.776787875
161,12156,6.780003908
161,9933,6.785167684
16546,3901,5.454527611
16546,10875,5.55344712
16546,6311,5.628481894
16546,13764,5.655313366
16546,3393,5.660849251
16411,4161,4.206478863
16411,15303,4.236604073
16411,3937,4.290602012
16411,12291,4.311251741
16411,6294,4.315300996
164,15303,4.34284377
164,12156,4.345011763
164,4527,4.45443521
164,3121,4.50541325
164,5698,4.539797845
8357,12156,3.440263637
8357,3170,3.446690552
8357,608,3.45012161
8357,3121,3.473582425
8357,11765,3.474490339
166,2554,9.928367539
166,16692,10.14336818
166,13767,10.16877221
166,15925,10.17640924
166,16961,10.17875114
8361,8361,0
8361,10206,6.597823248
8361,10046,6.630373834
8361,12156,6.699903367
8361,15936,6.704933529
170,12156,2.797233585
170,10632,2.803576774
170,2492,2.828832977
170,3170,2.84177349
170,15303,2.88035973
171,8776,6.310385311
171,2988,6.316000123
171,6034,6.319072832
171,12156,6.347196107
171,12791,6.363427293
172,305,0
172,2184,7.225018889
172,14526,7.392146312
172,3242,7.404919059
172,17259,7.46304637
173,608,6.11100753
173,6440,6.120635245
173,720,6.245775027
173,3937,6.296080294
173,10462,6.32788686
8366,10391,8.281725702
8366,3284,8.336797676
8366,12466,8.371522625
8366,429,8.374516552
8366,1790,8.37658733
12317,12794,6.863816218
12317,429,6.89547852
12317,3937,6.967580056
12317,6897,6.981748674
12317,4569,7.001898648
16560,12156,2.723183079
16560,3170,2.95446454
16560,15303,2.96749419
16560,9068,3.045755755
16560,10370,3.061155302
15048,17533,5.216748976
15048,12156,5.277223251
15048,14793,5.311072087
15048,14939,5.317504238
15048,9703,5.325865989
8370,10370,6.643851386
8370,13940,6.651948409
8370,4651,6.651948409
8370,11083,6.651948409
8370,8837,6.67168599
8371,3901,3.724303158
8371,12156,3.725437355
8371,9068,3.74522174
8371,3170,3.755029954
8371,608,3.763893995
8372,4515,6.21878991
8372,16743,6.391836974
8372,12201,6.447058949
8372,11765,6.459629026
8372,6034,6.493786522
16414,15261,6.382157191
16414,3170,6.39615026
16414,10165,6.429397471
16414,8776,6.439016189
16414,8465,6.440908051
16567,4285,5.969874943
16567,17077,5.969874943
16567,12156,5.992174672
16567,13764,6.025640371
16567,4581,6.031755768
8376,15045,6.097430229
8376,6294,6.1399408
8376,5384,6.157233669
8376,8586,6.181657563
8376,12156,6.198326464
8377,6294,3.535967496
8377,12156,3.603357952
8377,3170,3.613420554
8377,10462,3.685152165
8377,7694,3.708823477
186,2988,4.938376694
186,11048,4.95891221
186,5937,4.996918991
186,3170,5.052628127
186,15045,5.062472365
187,15593,6.663301573
187,8489,6.685593771
187,3284,6.713756129
187,15343,6.725935672
187,2082,6.727181275
188,15261,4.876470352
188,5765,4.885307303
188,12201,5.036103519
188,2988,5.055201324
188,10341,5.056087093
10954,608,3.251366313
10954,12156,3.329242614
10954,10632,3.356093337
10954,3170,3.361610381
10954,10462,3.377716208
190,2730,7.383868329
190,7900,7.509873089
190,4773,7.568210143
190,4285,7.575071965
190,17077,7.575071965
16577,10632,7.129041444
16577,6034,7.186416968
16577,2887,7.219279235
16577,10206,7.233996217
16577,12099,7.235802933
8387,1677,8.924310683
8387,10341,8.980945973
8387,10875,9.051368751
8387,17273,9.073786911
8387,10046,9.084809606
8388,15303,8.262398164
8388,10341,8.282112421
8388,523,8.364238569
8388,16560,8.366502889
8388,14268,8.372601607
197,15303,4.098024363
197,3170,4.124378595
197,12156,4.133642114
197,3121,4.172021608
197,2492,4.177895743
199,3170,4.865425347
199,608,4.944262577
199,12156,5.001010799
199,1477,5.040893713
199,4773,5.052752393
200,3170,5.203441445
200,5765,5.358255616
200,7973,5.368124594
200,10291,5.392813982
200,15979,5.396537208
16961,10341,4.107780692
16961,10462,4.179453362
16961,15261,4.190718131
16961,2492,4.232117523
16961,3170,4.233605638
8397,4297,5.419437085
8397,6592,5.427018154
8397,5698,5.43174342
8397,3170,5.441529425
8397,1318,5.445646933
9827,9827,0
9827,13511,7.366968218
9827,443,7.832995488
9827,17153,7.835310539
9827,1722,7.869057736
212,7593,4.3494643
212,12156,4.351603204
212,4773,4.356866938
212,3170,4.379892608
212,3937,4.427255589
8405,5384,5.7293158
8405,3170,5.832008008
8405,11765,5.838336811
8405,14526,5.888273385
8405,7813,5.89811288
16598,14526,3.465642841
16598,11765,3.555625805
16598,12156,3.576957787
16598,4773,3.6009429
16598,12143,3.607551972
217,3170,4.153964209
217,15045,4.211205697
217,6294,4.216369029
217,4285,4.29098755
217,17077,4.29098755
15055,16865,6.737492409
15055,4879,6.919774715
15055,11538,6.928775893
15055,9068,6.934068874
15055,1403,6.978973579
16604,8357,5.417390375
16604,2492,5.575901721
16604,8489,5.672701141
16604,8776,5.683100685
16604,15936,5.694018421
13690,3731,11.33024629
13690,2293,11.43711337
13690,9699,11.44053152
13690,5407,11.44246569
13690,5244,11.45773359
16116,7357,0
16116,16116,0
16116,15593,4.953468572
16116,12156,5.041969137
16116,12143,5.097607441
14786,10946,3.142661124
14786,15718,3.480380592
14786,8041,4.033287868
14786,13764,4.043197839
14786,10462,4.060659273
8417,3880,5.83084625
8417,13764,5.845192088
8417,170,5.853006409
8417,6897,5.875717789
8417,15303,5.882650556
8418,1522,5.316443448
8418,15045,5.3248144
8418,2684,5.393196826
8418,7520,5.404860486
8418,16371,5.414126674
228,17301,5.634551294
228,8489,5.636672419
228,15045,5.652635986
228,2079,5.68342518
228,11765,5.717685342
232,2492,5.746281831
232,6294,5.84440639
232,5384,5.850379706
232,8776,5.869295015
232,10391,5.912135181
235,10632,4.629175356
235,608,4.728750977
235,6897,4.763404736
235,3901,4.778132458
235,170,4.825652883
237,9703,3.552886993
237,12156,3.607726512
237,3937,3.621553258
237,15045,3.643101404
237,15303,3.653577096
16623,10875,4.161970499
16623,14526,4.27616036
16623,3170,4.276232464
16623,12156,4.280905876
16623,10341,4.34429142
240,15343,6.93615848
240,9703,6.955275706
240,10341,6.95615708
240,3170,6.964474941
240,6897,7.000475447
241,4502,8.341777489
241,12258,8.402610023
241,1635,8.41369016
241,4218,8.43052685
241,3170,8.440442003
8434,1605,6.12286641
8434,4264,6.12286641
8434,17357,6.12286641
8434,5937,6.206267782
8434,4065,6.213300188
243,243,0
243,3170,6.70999257
243,12201,6.744936699
243,10404,6.747294079
243,15593,6.77148048
8437,2492,5.825609053
8437,12156,5.879220498
8437,14526,5.885039414
8437,8949,5.901079251
8437,2361,5.926583751
246,10341,5.965609302
246,10516,6.022898647
246,12768,6.047035264
246,5439,6.054176704
246,16130,6.064571911
249,6294,4.652416141
249,10462,4.675756584
249,9477,4.683242357
249,3901,4.689422487
249,10091,4.68974444
250,15664,5.846579592
250,8489,5.873103332
250,10632,5.877072526
250,3691,5.970125697
250,14793,5.973193365
252,13764,4.708745085
252,7593,4.74548791
252,13316,4.818133189
252,15045,4.827317528
252,12156,4.832083828
253,253,0
253,16130,8.453500724
253,2937,8.465064326
253,9082,8.476111373
253,1522,8.478644723
8446,12156,4.560095464
8446,8489,4.644181974
8446,4773,4.678740454
8446,3901,4.692088731
8446,10291,4.705631654
10965,13764,5.269930799
10965,8776,5.296633335
10965,12156,5.302399097
10965,3121,5.319241384
10965,5698,5.366282451
256,3937,4.918603119
256,9068,4.98845945
256,6294,5.003367245
256,2378,5.026773601
256,12143,5.053939036
257,4773,7.028594382
257,9120,7.230313357
257,3170,7.24127227
257,4831,7.276602726
257,10462,7.29074833
16642,13764,4.747477625
16642,5765,4.801900603
16642,6294,4.814405038
16642,5384,4.834358976
16642,8776,4.857935998
259,12156,5.329267759
259,1078,5.425699088
259,5765,5.524399576
259,170,5.582923844
259,3937,5.600097695
16921,1522,5.11695889
16921,15303,5.14697274
16921,9477,5.223393565
16921,10462,5.26500447
16921,608,5.266889112
261,10091,7.142811888
261,4773,7.152582786
261,9068,7.157199156
261,14939,7.158021508
261,14755,7.165063519
262,12156,6.267582701
262,12258,6.336471259
262,11765,6.414015429
262,8949,6.455627796
262,3170,6.467539432
16648,1403,4.312849023
16648,3937,4.349459581
16648,11765,4.374892168
16648,15303,4.386709293
16648,12156,4.394893864
12332,13764,4.973714146
12332,9068,5.055292754
12332,2178,5.056004704
12332,12156,5.064178359
12332,7593,5.070853251
10967,12156,4.804885649
10967,17077,4.808310446
10967,4285,4.808310446
10967,2988,4.869005345
10967,1403,4.87158087
268,3170,4.382911104
268,7593,4.51936591
268,15664,4.521611947
268,3121,4.614505114
268,12156,4.61627139
269,11765,5.429941643
269,5698,5.440601296
269,8837,5.451533193
269,12156,5.473394496
269,3121,5.484926704
16654,14939,5.03319258
16654,7813,5.059980555
16654,11538,5.097547193
16654,13610,5.113926795
16654,12156,5.121291418
8463,1074,0
8463,823,7.952297694
8463,1320,8.033854298
8463,3937,8.037758718
8463,10554,8.057976562
273,3632,8.062459471
273,8776,8.17515337
273,2587,8.244147458
273,3109,8.293648573
273,15664,8.294044914
8466,16787,5.631398827
8466,15261,5.728407852
8466,9477,5.805726373
8466,12794,5.814120917
8466,10462,5.830947002
8467,6112,7.743644061
8467,10632,7.84261588
8467,12791,7.848897233
8467,9703,7.891111281
8467,8489,7.900884153
8469,12156,2.828249708
8469,3170,3.04346462
8469,10462,3.113505479
8469,7593,3.145376117
8469,4773,3.159431851
10969,2713,5.308878111
10969,11538,5.422721135
10969,16560,5.56365613
10969,7593,5.56829933
10969,2511,5.579386431
8473,12156,5.808529131
8473,9703,5.86434046
8473,12143,5.95245433
8473,10341,5.979183785
8473,11415,5.984765968
16666,3170,4.133475405
16666,15261,4.200553199
16666,2492,4.205908576
16666,7694,4.228431794
16666,5439,4.237978546
8239,8239,0
8239,13610,5.853658249
8239,4065,6.032962965
8239,16979,6.082313833
8239,5698,6.144892424
8476,3170,3.568182963
8476,3937,3.629652372
8476,2988,3.664866004
8476,15936,3.681307289
8476,12156,3.730876549
285,6294,5.866497984
285,3937,5.91353942
285,9181,5.942708592
285,8489,5.968973113
285,2209,5.971002638
8478,5555,0
8478,16385,0
8478,11849,0
8478,8478,0
8478,10046,4.91578929
289,8057,7.574342218
289,11415,7.650238768
289,16876,7.667865388
289,2509,7.678098965
289,8489,7.75052675
8483,12143,6.651097439
8483,7646,6.770518797
8483,8776,6.82086813
8483,15303,6.857717652
8483,4773,6.910190393
16676,11185,5.818813614
16676,15045,5.835493421
16676,5642,5.845767169
16676,14662,5.854308101
16676,12791,5.881146919
16677,1605,9.933827375
16677,17357,9.933827375
16677,4264,9.933827375
16677,8278,9.951982111
16677,14755,9.963345394
294,3576,4.071596983
294,12156,4.100512846
294,13988,4.104343395
294,2361,4.104343395
294,3170,4.119584393
8487,12156,3.774980631
8487,15261,3.794497272
8487,2492,3.803119213
8487,3121,3.831241303
8487,3170,3.833870643
8489,12156,2.555704799
8489,3170,2.719833672
8489,9068,2.854137722
8489,10462,2.862578673
8489,10632,2.890217269
16682,14983,0
16682,15303,3.903381324
16682,15261,4.09035279
16682,12156,4.108477103
16682,12794,4.123178779
8493,15912,5.96335915
8493,374,6.007707126
8493,15045,6.032570767
8493,1605,6.069826373
8493,17357,6.069826373
8495,10341,5.083545914
8495,14604,5.101480108
8495,8776,5.10347705
8495,14526,5.126595574
8495,8949,5.134874172
305,305,0
305,2184,7.225018889
305,14526,7.392146312
305,3242,7.404919059
305,17259,7.46304637
16690,11765,5.052416181
16690,13764,5.080364231
16690,12156,5.087276974
16690,15754,5.092354884
16690,5439,5.094058062
8499,11785,0
8499,8499,0
8499,12201,5.928092986
8499,15303,5.956787911
8499,6294,5.969490637
16692,11538,3.830578411
16692,2492,3.853900146
16692,9068,3.861132845
16692,12156,3.904821631
16692,10462,3.986834083
309,2988,6.678251232
309,15936,6.691108876
309,4651,6.718400256
309,13940,6.718400256
309,11083,6.718400256
311,1403,7.658123819
311,7694,7.696192119
311,9068,7.698614032
311,2378,7.739243981
311,7593,7.757427862
8504,12156,5.219709727
8504,10462,5.308516781
8504,8837,5.313182654
8504,608,5.329748419
8504,14616,5.345646588
313,15303,5.223661044
313,12156,5.258712923
313,4285,5.264019877
313,17077,5.264019877
313,11538,5.278213916
16698,17077,5.253482401
16698,4285,5.253482401
16698,3121,5.2553033
16698,14213,5.307256863
16698,13764,5.32409749
8507,5384,6.012574289
8507,6294,6.018906147
8507,2887,6.123902996
8507,14755,6.150373802
8507,15303,6.181282669
8510,11765,4.915010017
8510,10960,5.022579866
8510,12156,5.042227328
8510,3170,5.051594277
8510,9068,5.071851932
320,11765,4.260133817
320,12156,4.263705845
320,6294,4.274542797
320,15754,4.321481865
320,15303,4.327740519
9611,12156,4.705670114
9611,1745,4.733134824
9611,3901,4.816388695
9611,8776,4.818258631
9611,15045,4.832978962
16438,3937,6.482310803
16438,10484,6.559547857
16438,4459,6.595553066
16438,12156,6.635099386
16438,5765,6.672536985
326,7520,9.879043464
326,1677,9.894361553
326,15744,9.895894309
326,11949,9.89708868
326,17607,9.898710512
16712,5765,4.485875987
16712,8776,4.532184913
16712,12156,4.546827114
16712,3897,4.59281955
16712,13764,4.606404782
329,9226,6.569408796
329,608,6.695170356
329,331,6.758089477
329,7258,6.836012329
329,12156,6.838748532
330,15664,7.10200034
330,8837,7.111339866
330,2988,7.143525953
330,15593,7.143659131
330,7813,7.150594035
331,13764,5.513951383
331,12156,5.556113063
331,13316,5.611445527
331,9485,5.6384242
331,1522,5.666482255
334,8030,6.379595108
334,13988,6.405944541
334,2361,6.405944541
334,17607,6.411600549
334,9181,6.423359433
335,12156,3.881885508
335,14604,3.889992132
335,3170,3.946416745
335,3576,3.983565811
335,2988,4.010550773
336,17077,4.587242304
336,4285,4.587242304
336,2988,4.592764191
336,12156,4.599149965
336,10462,4.657746903
337,2378,6.597245508
337,2937,6.694659106
337,8776,6.751459696
337,11765,6.776569283
337,6294,6.782657151
8530,11415,4.595269449
8530,14526,4.595471381
8530,2492,4.626896228
8530,8489,4.639123226
8530,15261,4.6562032
16726,6294,4.836247142
16726,3937,4.848173373
16726,3170,4.854284417
16726,15593,4.892265259
16726,13764,4.919983884
16441,6515,0
16441,16441,0
16441,3347,0
16441,3170,3.67344898
16441,3937,3.749291457
344,3121,5.315363493
344,10462,5.350243509
344,8837,5.375531643
344,3691,5.393002627
344,17273,5.440412565
9615,3170,3.519186737
9615,10462,3.561799115
9615,4773,3.605856766
9615,7593,3.672827578
9615,3121,3.688239376
348,5698,6.011527574
348,17077,6.061970095
348,4285,6.061970095
348,7694,6.078275176
348,1403,6.119699786
349,10632,5.952765436
349,10247,6.041729867
349,15754,6.065568842
349,3885,6.088850197
349,12156,6.10186934
8542,6842,0
8542,12156,6.230924989
8542,2492,6.31990554
8542,4879,6.328775519
8542,1204,6.357729645
